,match_id,totalGold,level,xp,totalKills,totalDeaths,level_ups
1,4366109009,45283,118,38156,2,6,52
0,4366109010,92602,215,88571,14,2,72
1,4366109010,78299,196,75077,2,14,66
0,4366109014,206065,433,220533,34,16,94
1,4366109014,198147,430,214770,16,34,90
0,4366109015,42920,113,35321,2,8,50
1,4366109015,45537,118,38642,8,2,56
0,4366109015,42920,113,35321,2,8,50
1,4366109015,45537,118,38642,8,2,56
0,4366109018,176147,369,176690,18,18,84
1,4366109018,166831,369,173020,18,18,86
0,4366109028,206887,408,199787,28,24,94
1,4366109028,194298,397,193988,24,28,94
0,4366109032,192889,367,170775,30,26,84
1,4366109032,178233,362,171194,26,30,86
0,4366109037,157720,361,167341,10,18,84
1,4366109037,162002,379,179264,18,10,90
0,4366109042,204300,442,213817,16,44,90
1,4366109042,257130,485,256904,44,16,104
0,4366109045,112846,250,107889,10,20,74
1,4366109045,108474,245,105092,20,10,78
0,4366109046,163083,333,154149,20,26,82
1,4366109046,152324,329,156786,26,20,82
0,4366109055,204228,422,209822,28,18,92
1,4366109055,194224,412,199551,18,28,92
0,4366109066,163091,377,182002,18,20,90
1,4366109066,173749,375,181862,20,18,86
0,4366109067,193447,402,191445,22,26,88
1,4366109067,202820,415,206672,26,22,90
0,4366109083,228740,468,241826,20,22,92
1,4366109083,234972,474,246592,22,20,98
0,4366109084,165878,318,143161,38,30,80
1,4366109084,162755,323,148082,30,38,80
0,4366109087,164901,378,180739,12,20,86
1,4366109087,163513,369,176828,20,12,88
0,4366109088,273068,517,275104,44,32,100
1,4366109088,249505,502,261392,32,44,96
0,4366109096,209024,458,231224,26,28,92
1,4366109096,215750,462,234667,28,26,96
0,4366109105,93579,206,80305,12,24,64
1,4366109105,106872,209,83047,24,12,68
0,4366109117,86796,211,83528,12,18,68
1,4366109117,91775,207,82564,18,12,68
0,4366109118,92758,177,66454,30,4,66
1,4366109118,66391,163,57708,4,30,58
0,4366109123,159768,356,164908,24,30,84
1,4366109123,185632,377,181536,30,24,90
0,4366109124,122186,285,125578,8,18,76
1,4366109124,115729,271,119334,18,8,76
0,4366109125,124897,283,123911,12,16,76
1,4366109125,121937,284,124817,16,12,78
0,4366109140,118428,284,125120,10,16,76
1,4366109140,125796,295,134824,16,10,80
0,4366109145,162746,377,182530,16,20,86
1,4366109145,175107,378,182715,20,16,88
0,4366109161,309555,613,337870,46,44,108
1,4366109161,364126,639,362357,44,46,104
0,4366109171,104901,247,103755,4,14,72
1,4366109171,102002,255,109433,14,4,76
0,4366109172,124671,286,124921,16,20,74
1,4366109172,124212,289,128856,20,16,80
0,4366109174,175062,379,183381,22,30,88
1,4366109174,170389,389,189661,30,22,94
0,4366109175,51680,137,45828,0,2,56
1,4366109175,53122,135,46386,2,0,56
0,4366109185,85147,202,80590,8,12,66
1,4366109185,95436,220,91988,12,8,72
0,4366109186,123680,286,125987,22,12,78
1,4366109186,119725,286,121560,12,22,74
0,4366109189,219424,456,229084,24,32,94
1,4366109189,240627,471,240131,32,24,94
0,4366109195,83082,186,73262,16,4,68
1,4366109195,64483,160,56012,4,16,52
0,4366109202,149823,330,153712,20,18,84
1,4366109202,174518,347,166243,18,20,84
0,4366109203,175461,395,186003,18,34,88
1,4366109203,220940,429,219183,34,18,94
0,4366109208,383693,748,439487,44,16,116
1,4366109208,343843,728,420076,16,44,112
0,4366109213,116348,273,117421,6,20,74
1,4366109213,130492,294,131609,20,6,84
0,4366109216,77247,207,81290,0,8,64
1,4366109216,86212,219,90080,8,0,72
0,4366109226,263582,452,233947,36,36,84
1,4366109226,321586,569,311970,36,36,102
0,4366109231,89428,219,88302,14,4,74
1,4366109231,84323,208,80383,4,14,66
0,4366109235,228195,433,222961,34,30,96
1,4366109235,212976,420,210493,30,34,94
0,4366109236,291936,662,379772,22,28,110
1,4366109236,326957,670,376088,28,22,110
0,4366109240,113242,255,110740,18,6,78
1,4366109240,93527,246,101874,6,18,74
0,4366109245,228469,485,251028,24,12,96
1,4366109245,206115,460,233983,12,24,92
0,4366109257,328135,639,355481,28,24,110
1,4366109257,336840,658,369157,24,28,104
0,4366109266,118864,283,121743,8,10,76
1,4366109266,111755,266,115067,10,8,78
0,4366109269,122553,294,132038,18,8,80
1,4366109269,118852,289,126697,8,18,76
0,4366109273,132940,289,129765,18,16,80
1,4366109273,120547,281,122534,16,18,78
0,4366109277,92871,241,99958,8,24,72
1,4366109277,112648,240,102539,24,8,74
0,4366109278,196674,422,210430,18,20,92
1,4366109278,193877,417,208696,20,18,92
0,4366109288,161112,380,186514,14,14,90
1,4366109288,170873,373,175708,14,14,82
0,4366109293,160019,330,152651,30,8,82
1,4366109293,133479,324,144462,8,30,78
0,4366109299,194326,424,208260,20,14,90
1,4366109299,198478,418,210311,14,20,90
0,4366109300,143685,288,128032,18,6,80
1,4366109300,117719,285,124746,6,18,78
0,4366109310,272972,570,309388,34,22,106
1,4366109310,265266,541,283912,22,34,96
0,4366109311,156460,374,175063,8,8,84
1,4366109311,157743,367,170716,8,8,84
0,4366109320,197899,430,203273,12,30,84
1,4366109320,232934,474,241641,30,12,94
0,4366109332,246775,477,246616,30,20,96
1,4366109332,194720,451,224847,20,30,94
0,4366109333,150327,341,159395,22,20,86
1,4366109333,148056,320,143300,20,22,80
0,4366109341,231231,463,233202,16,12,94
1,4366109341,194832,453,227394,12,16,92
0,4366109344,73987,181,71582,12,8,66
1,4366109344,69431,175,64540,8,12,62
0,4366109346,236359,456,236631,34,24,94
1,4366109346,218955,466,238920,24,34,96
0,4366109360,162323,360,166864,14,20,86
1,4366109360,165236,370,173371,20,14,88
0,4366109370,163211,349,164774,20,24,86
1,4366109370,182912,369,176761,24,20,90
0,4366109372,221472,425,217135,32,22,94
1,4366109372,192693,419,205734,22,32,92
0,4366109375,105683,252,108448,16,16,76
1,4366109375,101859,248,103879,16,16,74
0,4366109384,199415,443,216301,20,6,92
1,4366109384,189269,447,219545,6,20,90
0,4366109389,95622,243,100364,8,12,72
1,4366109389,105475,253,106331,12,8,74
0,4366109390,170432,353,170389,26,14,88
1,4366109390,140970,328,154790,14,26,82
0,4366109397,85519,213,88088,10,8,68
1,4366109397,84206,200,76974,8,10,68
0,4366109398,86036,171,64278,28,10,66
1,4366109398,70659,152,52296,10,28,54
0,4366109399,98775,249,107104,6,6,72
1,4366109399,101836,253,107925,6,6,76
0,4366109404,167313,321,145859,30,26,84
1,4366109404,166690,325,148746,26,30,80
0,4366109405,63379,167,59839,2,10,62
1,4366109405,78447,179,67873,10,2,66
0,4366109409,195663,413,200760,26,16,90
1,4366109409,194650,418,203205,16,26,88
0,4366109416,213895,467,236261,10,22,92
1,4366109416,224804,459,229635,22,10,96
0,4366109427,137756,286,123605,20,16,74
1,4366109427,115451,279,118678,16,20,76
0,4366109430,268535,553,293650,22,30,100
1,4366109430,269988,541,282184,30,22,100
0,4366109432,165164,371,172235,14,14,84
1,4366109432,163677,362,170154,14,14,88
0,4366109441,114642,278,118293,12,22,76
1,4366109441,131447,300,134815,22,12,84
0,4366109449,257341,527,283493,30,12,102
1,4366109449,217938,498,256993,12,30,96
0,4366109472,234534,465,241409,32,16,98
1,4366109472,201095,451,227514,16,32,90
0,4366109489,187631,421,211198,6,18,92
1,4366109489,183865,400,191936,18,6,88
0,4366109493,190947,409,202122,18,24,92
1,4366109493,185845,423,208220,24,18,90
0,4366109495,131219,315,138491,12,26,78
1,4366109495,150834,328,152487,26,12,86
0,4366109498,62447,152,56267,4,2,62
1,4366109498,47519,122,38151,2,4,44
0,4366109518,86985,213,85385,6,20,70
1,4366109518,97463,217,90992,20,6,72
0,4366109525,81620,181,70843,18,8,70
1,4366109525,72989,171,63849,8,18,60
0,4366109527,74076,172,64390,14,16,64
1,4366109527,79239,165,59031,16,14,58
0,4366109535,179345,422,210499,12,16,88
1,4366109535,198483,432,216996,16,12,94
0,4366109536,215428,429,212812,38,10,94
1,4366109536,172126,385,180120,10,38,80
0,4366109539,113089,270,120035,14,10,76
1,4366109539,124725,295,130719,10,14,80
0,4366109549,285698,561,305012,28,28,104
1,4366109549,274076,552,292680,28,28,96
0,4366109555,135114,329,151103,12,18,82
1,4366109555,146729,337,158267,18,12,86
0,4366109566,77595,185,66034,4,16,58
1,4366109566,94163,210,85939,16,4,70
0,4366109574,100324,214,86730,18,10,68
1,4366109574,83238,196,75532,10,18,66
0,4366109584,456268,806,486712,48,36,118
1,4366109584,398239,786,469543,36,48,118
0,4366109585,201739,478,245124,14,14,98
1,4366109585,216044,476,246892,14,14,94
0,4366109594,76997,183,71634,14,2,68
1,4366109594,68333,167,62327,2,14,60
0,4366109604,162827,329,155042,26,18,82
1,4366109604,140565,317,142338,18,26,82
0,4366109609,181080,386,181382,26,32,84
1,4366109609,207013,421,211224,32,26,94
0,4366109615,197867,394,196656,34,20,94
1,4366109615,167434,358,165174,20,34,86
0,4366109618,109081,250,107533,20,22,76
1,4366109618,117848,258,111277,22,20,78
0,4366109620,242434,448,221057,42,28,90
1,4366109620,228383,437,215651,28,42,88
0,4366109623,308819,595,337743,38,30,108
1,4366109623,296456,594,331225,30,38,108
0,4366109624,64512,162,58253,4,16,60
1,4366109624,77053,181,70335,16,4,68
0,4366109632,80259,183,70878,14,4,66
1,4366109632,69087,174,66660,4,14,62
0,4366109633,132614,294,130486,20,14,78
1,4366109633,122813,284,124619,14,20,78
0,4366109634,344038,695,398993,22,22,112
1,4366109634,309147,666,379790,22,22,110
0,4366109635,110331,282,124132,2,16,76
1,4366109635,129710,290,127983,16,2,78
0,4366109645,50246,112,36139,16,2,52
1,4366109645,42325,106,33704,2,16,50
0,4366109648,91254,217,88451,10,2,70
1,4366109648,82171,204,79720,2,10,64
0,4366109651,373979,688,386317,36,50,110
1,4366109651,409037,732,432729,50,36,116
0,4366109652,69168,172,62540,16,12,64
1,4366109652,73995,177,66209,12,16,60
0,4366109655,92659,202,79408,18,12,68
1,4366109655,88648,199,78578,12,18,66
0,4366109662,168343,366,173043,18,24,86
1,4366109662,169565,365,172625,24,18,86
0,4366109669,81797,210,84039,10,14,68
1,4366109669,93461,221,91972,14,10,70
0,4366109681,139624,335,156094,12,18,86
1,4366109681,153867,345,162422,18,12,88
0,4366109682,192132,405,198073,14,14,88
1,4366109682,178524,386,181371,14,14,88
0,4366109687,321921,659,385701,38,24,114
1,4366109687,306197,630,351193,24,38,112
0,4366109690,229237,503,258856,26,26,98
1,4366109690,256200,511,270871,26,26,96
0,4366109694,270111,501,259075,34,38,98
1,4366109694,270651,493,254966,38,34,100
0,4366109695,132709,295,132878,26,10,82
1,4366109695,119478,284,121385,10,26,76
0,4366109697,96335,223,94674,22,10,74
1,4366109697,84478,206,79589,10,22,66
0,4366109699,135067,281,124664,22,12,76
1,4366109699,117309,274,118393,12,22,76
0,4366109700,133574,279,122587,18,8,76
1,4366109700,111293,273,115549,8,18,74
0,4366109702,88275,210,83922,12,8,68
1,4366109702,87309,212,87472,8,12,68
0,4366109706,71527,175,65622,8,16,62
1,4366109706,78496,181,71743,16,8,66
0,4366109718,5000,10,0,0,0,4
1,4366109718,5000,10,0,0,0,0
0,4366109719,114009,280,123985,4,12,78
1,4366109719,117899,281,125633,12,4,80
0,4366109726,228348,481,252455,30,16,100
1,4366109726,210444,470,243019,16,30,100
0,4366109566,77595,185,66034,4,16,58
1,4366109566,94163,210,85939,16,4,70
0,4366109574,100324,214,86730,18,10,68
1,4366109574,83238,196,75532,10,18,66
0,4366109584,456268,806,486712,48,36,118
1,4366109584,398239,786,469543,36,48,118
0,4366109585,201739,478,245124,14,14,98
1,4366109585,216044,476,246892,14,14,94
0,4366109594,76997,183,71634,14,2,68
1,4366109594,68333,167,62327,2,14,60
0,4366109604,162827,329,155042,26,18,82
1,4366109604,140565,317,142338,18,26,82
0,4366109609,181080,386,181382,26,32,84
1,4366109609,207013,421,211224,32,26,94
0,4366109615,197867,394,196656,34,20,94
1,4366109615,167434,358,165174,20,34,86
0,4366109618,109081,250,107533,20,22,76
1,4366109618,117848,258,111277,22,20,78
0,4366109620,242434,448,221057,42,28,90
1,4366109620,228383,437,215651,28,42,88
0,4366109623,308819,595,337743,38,30,108
1,4366109623,296456,594,331225,30,38,108
0,4366109624,64512,162,58253,4,16,60
1,4366109624,77053,181,70335,16,4,68
0,4366109632,80259,183,70878,14,4,66
1,4366109632,69087,174,66660,4,14,62
0,4366109633,132614,294,130486,20,14,78
1,4366109633,122813,284,124619,14,20,78
0,4366109634,344038,695,398993,22,22,112
1,4366109634,309147,666,379790,22,22,110
0,4366109635,110331,282,124132,2,16,76
1,4366109635,129710,290,127983,16,2,78
0,4366109640,96559,192,71966,26,10,66
1,4366109640,84447,183,66194,10,26,58
0,4366109645,50246,112,36139,16,2,52
1,4366109645,42325,106,33704,2,16,50
0,4366109648,91254,217,88451,10,2,70
1,4366109648,82171,204,79720,2,10,64
0,4366109651,373979,688,386317,36,50,110
1,4366109651,409037,732,432729,50,36,116
0,4366109652,69168,172,62540,16,12,64
1,4366109652,73995,177,66209,12,16,60
0,4366109655,92659,202,79408,18,12,68
1,4366109655,88648,199,78578,12,18,66
0,4366109662,168343,366,173043,18,24,86
1,4366109662,169565,365,172625,24,18,86
0,4366109669,81797,210,84039,10,14,68
1,4366109669,93461,221,91972,14,10,70
0,4366109681,139624,335,156094,12,18,86
1,4366109681,153867,345,162422,18,12,88
0,4366109682,192132,405,198073,14,14,88
1,4366109682,178524,386,181371,14,14,88
0,4366109687,321921,659,385701,38,24,114
1,4366109687,306197,630,351193,24,38,112
0,4366109690,229237,503,258856,26,26,98
1,4366109690,256200,511,270871,26,26,96
0,4366109694,270111,501,259075,34,38,98
1,4366109694,270651,493,254966,38,34,100
0,4366109695,132709,295,132878,26,10,82
1,4366109695,119478,284,121385,10,26,76
0,4366109697,96335,223,94674,22,10,74
1,4366109697,84478,206,79589,10,22,66
0,4366109699,135067,281,124664,22,12,76
1,4366109699,117309,274,118393,12,22,76
0,4366109700,133574,279,122587,18,8,76
1,4366109700,111293,273,115549,8,18,74
0,4366109702,88275,210,83922,12,8,68
1,4366109702,87309,212,87472,8,12,68
0,4366109706,71527,175,65622,8,16,62
1,4366109706,78496,181,71743,16,8,66
0,4366109718,5000,10,0,0,0,4
1,4366109718,5000,10,0,0,0,0
0,4366109719,114009,280,123985,4,12,78
1,4366109719,117899,281,125633,12,4,80
0,4366109726,228348,481,252455,30,16,100
1,4366109726,210444,470,243019,16,30,100
0,4366109733,257953,566,302188,16,26,104
1,4366109733,304678,599,337821,26,16,108
0,4366109734,193406,407,198293,32,34,90
1,4366109734,206340,417,210666,34,32,94
0,4366109737,75645,202,79072,4,16,62
1,4366109737,87020,208,81570,16,4,66
0,4366109738,177228,373,181347,24,24,92
1,4366109738,176317,374,180892,24,24,88
0,4366109749,293100,588,314937,20,36,100
1,4366109749,326471,623,349238,36,20,110
0,4366109755,319358,647,358360,36,48,110
1,4366109755,398151,662,368868,48,36,112
0,4366109759,189134,417,208132,26,22,98
1,4366109759,188969,420,209375,22,26,90
0,4366109764,194962,455,229635,16,28,94
1,4366109764,245155,482,249168,28,16,102
0,4366109766,131397,306,142136,20,4,86
1,4366109766,114785,284,123994,4,20,76
0,4366109787,64489,168,61088,4,20,60
1,4366109787,83352,183,71739,20,4,68
0,4366109790,103125,216,90831,30,10,72
1,4366109790,86162,203,80080,10,30,66
0,4366109801,161193,373,177996,20,26,82
1,4366109801,170185,379,181761,26,20,94
0,4366109805,101613,245,104746,10,12,74
1,4366109805,116996,249,108766,12,10,74
0,4366109806,179921,381,187432,26,18,90
1,4366109806,163187,371,177719,18,26,88
0,4366109807,133728,325,148146,6,24,80
1,4366109807,147390,328,153489,24,6,86
0,4366109810,177929,417,202182,12,22,90
1,4366109810,192478,414,202818,22,12,90
0,4366109819,247682,507,266201,28,34,100
1,4366109819,270850,518,273048,34,28,100
0,4366109821,203138,420,207440,32,22,90
1,4366109821,207070,416,204506,22,32,90
0,4366109822,98402,250,105170,8,8,76
1,4366109822,101976,253,109625,8,8,74
0,4366109830,338418,663,373768,30,14,112
1,4366109830,329755,663,369799,14,30,108
0,4366109831,63626,148,52862,14,6,60
1,4366109831,56318,148,52479,6,14,60
0,4366109833,93698,209,83598,22,18,68
1,4366109833,92723,213,87719,18,22,70
0,4366109834,92963,213,87358,10,6,70
1,4366109834,85548,215,85587,6,10,68
0,4366109854,176677,438,217714,12,22,90
1,4366109854,215195,480,250838,22,12,94
0,4366109868,178844,376,180029,26,18,90
1,4366109868,163183,375,179724,18,26,86
0,4366109877,275461,577,315978,20,32,106
1,4366109877,303800,589,327722,32,20,106
0,4366109878,241298,476,246621,36,14,100
1,4366109878,209560,450,224363,14,36,88
0,4366109893,192320,418,203845,26,24,92
1,4366109893,198037,414,204845,24,26,92
0,4366109894,152460,345,163044,18,18,84
1,4366109894,143319,335,155335,18,18,82
0,4366109899,115816,279,120929,6,20,74
1,4366109899,144378,303,139800,20,6,80
0,4366109906,316672,639,345879,20,42,104
1,4366109906,380182,672,383989,42,20,108
0,4366109910,114065,262,114610,16,14,78
1,4366109910,106998,251,106576,14,16,74
0,4366109911,52085,119,39811,14,2,56
1,4366109911,40521,107,32506,2,14,50
0,4366109913,59412,150,54578,8,0,62
1,4366109913,53529,144,49668,0,8,58
0,4366109914,119063,277,119401,12,20,78
1,4366109914,139191,292,131755,20,12,78
0,4366109925,203706,469,236733,18,10,96
1,4366109925,186232,456,229064,10,18,92
0,4366109926,128459,271,113515,20,20,78
1,4366109926,125257,280,120290,20,20,80
0,4366109928,172283,370,175983,24,18,88
1,4366109928,157919,353,163324,18,24,80
0,4366109930,186257,412,201642,16,26,88
1,4366109930,205515,424,211320,26,16,94
0,4366109939,78613,203,79904,2,20,66
1,4366109939,96934,219,88575,20,2,70
0,4366109940,97118,216,87094,14,8,68
1,4366109940,86585,211,83122,8,14,70
0,4366109941,261644,560,302885,18,28,102
1,4366109941,288121,573,307571,28,18,102
0,4366109944,262064,558,295275,20,36,100
1,4366109944,288263,580,320189,36,20,108
0,4366109950,302784,560,303312,32,34,102
1,4366109950,291801,563,304339,34,32,110
0,4366109953,137199,345,153975,10,34,80
1,4366109953,186911,378,184630,34,10,90
0,4366109969,266417,501,262118,32,30,100
1,4366109969,235906,491,251054,30,32,100
0,4366109970,66573,168,60280,8,10,60
1,4366109970,68530,170,62486,10,8,62
0,4366109972,164290,369,171832,24,10,86
1,4366109972,152586,356,163844,10,24,82
0,4366109982,143871,338,158957,28,6,90
1,4366109982,120585,317,141046,6,28,74
0,4366109983,154522,329,150924,28,20,84
1,4366109983,158416,326,150228,20,28,82
0,4366109988,162561,368,174978,12,16,86
1,4366109988,165534,371,178021,16,12,88
0,4366109991,41964,112,35497,4,12,48
1,4366109991,48332,110,36314,12,4,52
0,4366109992,98345,211,84948,18,22,68
1,4366109992,96787,212,85412,22,18,66
0,4366109994,341155,724,415988,8,24,108
1,4366109994,358824,739,434937,24,8,116
0,4366109995,91230,225,92383,6,26,70
1,4366109995,125368,256,109869,26,6,78
0,4366109996,279458,555,298250,32,38,104
1,4366109996,305510,587,329723,38,32,108
0,4366110000,252035,514,262755,22,22,94
1,4366110000,252070,512,262795,22,22,96
0,4366118565,261688,448,225920,32,38,88
1,4366118565,230971,450,221716,38,32,92
0,4366118587,211873,439,216041,18,40,90
1,4366118587,254337,475,251227,40,18,100
0,4366118620,178275,380,184016,18,20,90
1,4366118620,169211,379,185250,20,18,92
0,4366118622,155596,325,151948,28,20,86
1,4366118622,140260,308,135249,20,28,78
0,4366118662,103740,253,110409,14,12,78
1,4366118662,106859,256,109495,12,14,76
0,4366118663,85859,177,66992,22,6,64
1,4366118663,69734,182,67748,6,22,64
0,4366118674,96105,223,91633,14,4,72
1,4366118674,79794,201,78026,4,14,64
0,4366118681,193339,454,227534,10,22,94
1,4366118681,222216,465,233880,22,10,96
0,4366118683,263913,527,278829,34,16,102
1,4366118683,256714,508,265764,16,34,94
0,4366118706,217136,447,225109,22,10,92
1,4366118706,197057,444,215515,10,22,92
0,4366118711,104547,246,102461,12,12,76
1,4366118711,100918,227,92455,12,12,70
0,4366118713,156703,340,152696,28,26,80
1,4366118713,186120,374,181001,26,28,90
0,4366118716,89932,215,87882,14,8,70
